titre_normalise,frequence
repoussage de c23 face au nord.,1
repoussage non conforme b14,1
2 balises laterales hs,1
petrolier mal positionne.,1
fod sur d33,1
vehicule mal positionne b93,1
panne radar d'approche.,1
panne mat d'eclairage,1
fuite kerozene c21,1
prise 400htz arrachee c81.,1
fuite carburant gpu.,1
prise 400ht arrachee c81,1
fuite kerozene c63,1
fuite hydraulique.,1
oiseau sur a27,1
materiels sur la zep,1
materiel gene l'avitailleur,1
fuite d'huile en f2,1
camion gene le repoussage,1
fuite lookeed sur camion,1
repoussage non autorise.,1
fuite huile aire kilo,1
pneu eclate a l'atterrissage,1
deversement kerosene b73,1
fuite hydraulique loader.,1
etat d'alerte sur crj100,1
inspection suite atterrissage fort.,1
materiel gene la passerelle en b83,1
zone chantier gene ops avion en d35,1
encombrement parking c61 gene l'avitailleur,1
qrp sur le vol af5756 rns,1
qrp sur vol bzh5729,1
qrf vol pgv727p,1
pvc sur a5,1
fuite hydraulique en j17,1
fod en b63,1
deversement kerozene f3,1
fod aire de mouvement,1
bouchon reservoir f-100,1
collision tracteur piste,1
balisage piste 36l hs,1
panne mats d'ecairage jetee,1
mat d'eclairage hs,1
presence d'oiseaux 36let36r,1
collier metalique sur f4,1
graviers sur parking ecco,1
telephone portable pendant l'avitaillement,1
presence d'oiseaux sur 18r,1
satujo degrade en d31,1
fuite kerozene k71,1
trou en d35,1
debris de verre en 18r,1
gravier en b3,1
non respect des regles de repoussage a21,1
balise cassee 36 r,1
fuite hydraulique sur appareil,1
non respect des regles de repoussage.,1
cable 400htz endommage,1
degivrage incomplet sur a319,1
repoussages ligne orange,1
avitailleur coupe la route au repoussage b61,1
sac de lest perce e11,1
balise laterale cassee b3,1
morceau de resine a4,1
non respect des regles de securite a30 a/31,1
fuite hydraulique sur loader.,1
prise 400htz arrachee c21,1
fod sur roulage a28,1
herbe sur tf,1
trou en formation d35,1
herbe et motte de terre,1
prise 400htz arrachee c83,1
presence d'oiseaux 18l,1
debordement kerozene b12 et c83,1
balises retrouvees sur accotements,1
debris de verre sur e21,1
fod sur k73,1
fuite pendant l'avitaillement,1
balises cassees sur 18l,1
balises cassees sur 18r,1
balisage lateral lumineux non visible 36r,1
inspection piste suite probleme technique.,1
choc push-back contre avion,1
prise et trapon 400htz a31,1
bus coupe la route a un avion,1
balise laterale cassee 36l,1
etat d'alerte vol bzh5834,1
accrochage escabeau avp/ezy,1
accrochage vehicule avion,1
lampe n°5 cassee sur 18r,1
quasi-collision aviaire 18l,1
vehicule coupe la route a un avion sur td,1
fod trappe en c21,1
fuite kerozene b71,1
fuite kerosene b81,1
quasi-collision avec vl,1
trou sur poste de stationnement k91,1
avion mal positionne a21,1
transal mal positionne bloque k9,1
alerte pare brise casse sur avion,1
choc plot de balisage contre avion.,1
fod sur parking avions,1
graviers sur tf,1
choc vehicule / installation passerelle,1
lievre en 18l,1
fod en a21,1
cammionnette coupe la route a l'avion,1
flaque d'huile d33,1
2 lampes axiale hs,1
camion coupe la route a un avion,1
disfonctionnement du systheme d' alerte,1
disfonctionnement du balisage sur chantier b93,1
souffle reacteurs galys,1
cone sur tc,1
container en j11,1
bus passe sous aile pendant repoussage,1
collision animale au niveau de b4,1
antenne sur point arret4 piste 36l,1
fod cale sur taxiway principal,1
collision animal t3,1
feu casse sur avion,1
deverssement de kerozene en b16,1
collision aviaire piste 36 l,1
"passage d,un vehicule entre l'avion et les passages",1
vehicule genant avitaiilleur,1
visite apres decollage easy jet,1
recherche lapin,1
graviers en ecco,1
1 agt au telephone pendant l'avitaillement,1
lampe declipsee,1
non respect des regles de securite.,1
debordement avitaillement c43,1
fod en j53,1
choc escabeau - installation,1
trop forte luminosite balisage,1
fuite anti-gel f3,1
collision animal 36r,1
delai inspection piste,1
materiel gene l'avitailleur en c21,1
dysfonctionnement eclairage t2,1
trou en formation,1
balise laterale hs,1
non respect de procedure e15,1
collision annjmal,1
non respect des regles de securite,1
fuite gas-oil d33,1
materiel genant l'avitaillement,1
boitier electrique 36l,1
recherche piece avion sur 36r,1
verification porte avion,1
collision animal 36l et 36r,1
degradation beton d21,1
herbe sur a3,1
perte de bagages en b93,1
incursion du twy par ev,1
gravillons sur t1 et t2,1
materiels genants en b73,1
fuite gas-oil f7,1
gravillons en c81 et c83,1
fod a32,1
etat d'alerte,1
fod en b72 et k54,1
fuite hydraulique 36l,1
sortie de piste ah,1
collision oiseau 36l,1
fuite d'huile sur le parking c43,1
fod un boulon c43,1
eclatement pneu b737 ram,1
collision animale : un herisson,1
panne balisage sur eglise grenay,1
incursion piste flyco1,1
collision aviaire sur a5,1
quasi-collision vl / aeronef,1
fuite hydraulique d21,1
agent lutte aviaire distraie ezy,1
quasi-collision avec bus interhone en c81,1
quasi-collision avec vl skynet,1
materiel avp gene depart af,1
materiel avp gene avitailleur,1
ballise sur ligne de guidage hs,1
collision escabeau vs installation en b61,1
lampe balisage cassee 18r,1
tache d'huile j17,1
materiel genant en e21,1
collision aviaire t3,1
accident mat b71 et tapis bagages,1
fod sur parking f et j,1
fod sur bus souffle reacteurs,1
accrochage de la passerelle c61,1
fod sur t6.,1
materiel genant en c41,1
remise de gaz rae 5421,1
degat prise 400ht,1
trou sur la 36l niveau a6,1
souffle reacteur pif 28e,1
deversement de kerosene en k73,1
incursion du loc 36r,1
collision aviaire 36 l,1
fod en tf,1
materiel genant les essenciers,1
bus interhone non respect des regles de securite.,1
passagers dans la zec,1
fod sur la tj,1
fod en b81,1
camion genant l'avion sur a30,1
camion pmr samsic non respect des regles de securite.,1
materiels genant l'avitailleur,1
fuite de carburant sur un tracma,1
collision avitailleur aeronef en a28,1
fod : graviers sur aire delta,1
materiel genant dans le zec,1
tache d'huile sur e15,1
qrp suite surchauffe des freins,1
tache d'huile en a21,1
accrochage tapis avp par avitailleur,1
placeur sans signalement lumineux,1
bus coupe la route d'un avion,1
vehicules genant l'avitailleur,1
materiel genant sur parking a,1
alerte a la bombe sur vol lh en e11,1
fuite hydraulique a319 en a4,1
probleme de pression pneu,1
choc escabeau / installation t3,1
ecrou sur piste,1
cones skylogistic,1
chariots map gene petrolier,1
materiels sur zone evolution,1
materiels genant la circulation,1
gene avitailleur par map,1
materiel avp gene l'avitailleur en c63,1
pb repoussage atr en a33,1
accrochage trappe 400htz avec vl,1
fodsur a32et a33,1
cloture d'enceinte hs,1
defaillance balisage sur tf,1
1 pax au telephone dans zec,1
vehicules genent l'avion en b16,1
probleme d'accostage passerelle,1
accident du travail,1
2 pax au telephone dans zec,1
debordement kerosene sur f100 en a23,1
probleme avitailleur,1
fumee dans cockpit,1
fod en d31,1
materiel avp gene l'avitaillement en c41,1
materiel avp genant en c21,1
pneu creve a l'atterrissage d'un lh,1
fod sur td sur voie de circulation,1
incursion aire de trafic de 2 personnes a pied,1
defaut moteur sur swr533,1
empreintes (poinconnement) sur d35,1
pilote qui telephone dans le perimetre incendie,1
tracteur de piste sous l'event de l'avion,1
collision vl/installation,1
marque de roulette de nez absente en b81,1
collision aviaire sur 36l : moteur endommage,1
balisage axial hs sur 18l,1
camion avitailleur gene l'avion,1
deversement kerozene sur parking,1
accrochage du 400 hz en b83,1
depart d'un f100 en e21 en autonome non reglementaire,1
materiels piste genant,1
tache d'huile seuil 36l,1
materiels piste fh et avp genant,1
conduite dangereuse derriere lh4177,1
materiels piste hr et avp genants,1
fuite gazoil en c63,1
camion servair trop pres d'un avion,1
collision vl / installation (cloture),1
materiels pistes mal positionnes,1
avion parke sur twy k5,1
materiel piste avp genant,1
materiel piste eas genant,1
etat d'alerte suite surchauffe,1
fuite kerosene en j17,1
avion en panne sur le twy,1
qrp vol lh,1
materiel mal positionne en c43,1
fuite kerosene en a21,1
pb d'interference en a36,1
materiel gene l'entree dans le parking b18,1
recherche animale sur 36r,1
1 agent avp sans gilet en delta,1
accrochage du carrousel 4 tbs 25,1
materiel avp gene un avion en c61,1
recherche animal sur 36r,1
trappe gpu ouverte sur crj,1
chute personnel af sur plaque de verglas,1
avion glisse sur le parking,1
fuite carburant sur parking,1
tracma : refus de priorite avion,1
collision aviaire sur18l,1
incursion vl sur twy,1
blessure agent af sur b63,1
helico mal positionne bloque tj,1
camion essencier coupe la route de l'aeronef,1
quasi-collision ezy avec faucon,1
utilisation du portable dans zone de securite,1
qrp suite fumee a bord,1
collision tracma/personne,1
parking encombre,1
incursion piste,1
personnel sans gilet hv,1
incursion piste sur 18r,1
rdg suite pb volets,1
5 agents sur aire de trafic sans gilet hv,1
avion mal positionne sur parking g,1
qrp suite bruit dans la soute,1
une by-pass pin retrouvee en c83,1
collision animal sur t4,1
accrochage 2 bus,1
accrochage portail 17,1
piece d'avion sur 36r,1
f100 en j51 gene l'entree k9,1
container sur voie f9,1
qrf et attente sur taxiway a6,1
container en d21,1
fuite kerosene f100 en a23,1
remise de gaz vol 5907,1
qrf vol 5776,1
qrp af 7846,1
avitailleur glissant sur parking avion,1
materiel mal range sur parking,1
cigarette allumee pendant traitement du vol,1
collision 2 vl adl,1
vl coupe la route de l'avion,1
positionnement materiel au sol,1
barre d'arret hs en a7,1
"tracma genant l,avitaillement",1
qrp vol lbt3942,1
positionnement des tracmas sur parking avions,1
accident personnel avp,1
paxs fumant au pied de l'avion,1
personnes a pied gene l'avion,1
qrp vol ei 553,1
qrp du baw361 / lhr,1
drs vol ber384e suite pare-brise casse,1
collision entre 2 bus porte 22,1
qrp vol jfu 2527/cmn,1
collision avion/equipement sur delta,1
tracma gene l'avitailleur et paxs telephonant au pied des escabeaux,1
pb marquage ligne de guidage td-b93,1
panneau hs sur a7,1
degivrage avant l'avitaillement,1
degivrage effectue avant l'avitaillement,1
qrf vol af 3480,1
collision engin/installation en b61,1
4 balises axiales hs sur 36r,1
etat de veille vol biq,1
une balise axiale hs sur 36r,1
respect de procedures de repoussage jetee,1
qrf vol rns,1
une balise laterale cassee sur 36r,1
qrf du afr 5400,1
chute d'un passager sur ezy,1
qrp vol af7834,1
pb balisage,1
qrp vol ezy,1
boitier electrique arrache au seuil 18r,1
fod sur aire charlie et d31,1
qrp vol 5444 lrt,1
qrp vol 5803 mpl,1
remise de gaz af 5415,1
depart en autonome en d21,1
chute pax en d37,1
mauvais positionnement en b73,1
fuite de kerozene en e13,1
debris de phare en c23,1
qrp vol zi751,1
qrp vol bie6646,1
qrp vol afr5400,1
qrp vol bzh 5788,1
deversement kerozene en k91,1
qrp vol af 5739,1
fuite kerozene en c61,1
qrf vol af3482,1
qrp vol af5834,1
fod sur d25,1
qrp vol dah1037,1
qrp vol alg en c81,1
probleme de balisage,1
qrp vol af3476,1
qrp vol zi 750,1
materiel avp et eas gene l'avion en c41,1
deversement kerozene en a22,1
fod sur k93,1
chute pax en b73,1
fod sur ta et tb,1
qrf vol bzh5880,1
fuite d'huile a l'atterrissage,1
fuite de kerozene sur taxiway,1
materiel genant avitaillement,1
qrf vol af7824,1
qrp vol bie 1844,1
accident entre 2 vl,1
pb avec panneau td,1
collision oiseau sur 18l,1
nombreux cailloux sur b3,1
collision avion/installation en a27,1
deversement kero en a22,1
qrp vol tu431,1
fod sur t2,1
fod sur a30,1
accrochage protection beton en arrivee 17,1
chute pax en c81,1
bouteille d'azote en b93,1
accrochage entre deux bus interhone,1
vehicule sur aire d'evolution passerelle,1
6 portes conteneurs en c63 etc81,1
collision vehicule/installation en b93,1
recherche lievre sur 36l,1
urgence sur le vol bod,1
balise tordue sur w4,1
2 camions genent l'avion en b18,1
qrp vol tk1806,1
chute agent securitas au t3,1
collision tracteur/aeronef en e13,1
probleme balisage axial piste 36l,1
balise laterale cassee sur 18r,1
balisage defaillant sur a3,1
tache huile en e11,1
qrp vol v7 931,1
qrp vol tap499,1
fod en j11,1
fod + collision aviaire sur 18l,1
recherche animale sur 36l,1
fod en d45,1
depart crj en a28 en autonome,1
qrp vol fpo1819,1
qrp vol afr7844,1
vidange toilette en e11,1
qrp du vol ezy4562/sxf en d37,1
parkings c61/63 sales,1
camionette gene l'avion sur voie de circulation,1
herbe sur b4,1
deroutement : malade a bord,1
feu de balisage axial casse,1
qrp vol af7842,1
qrp vol rae 5584,1
qrp vol rae3296,1
mauvais stationnement f100 af,1
debris de verre en c63,1
morceaux oiseau sur 36r,1
fuite de kerozene sous f100 af,1
drs cause technique,1
pilote telephonant durant le plein,1
collision animale sur tj,1
materiel avp gene l'avion af,1
fod a l'est de b6,1
fod sut tc,1
fod sur gp 36r,1
2 avions stationnes ont bouge de 45°,1
pare brise casse sur f100 regional,1
4 containers sur aire critique,1
fod sur aire kilo et fox,1
2 escabeaux au sol airlinair sur e11,1
bagages sur voie de circulation,1
fuite kerosene sur f-grjg,1
3 pax ezy fument au pied de l'avion,1
un camion catering coupe la route d'un avion,1
pilote au telephone durant l'avitaillement,1
qrf suite pb technique,1
fuite de kerosene en c81,1
qrp suite suite carburant,1
qrf vol britair,1
